X,Y,OBJECTID,BearID,ReportDate,RelDate,Region,BMU,County,Locale,City,ZipCode,Latitude,Longitude,CapReason,OCapReason,NCapReason,CapMethod,OrigCap,FinAction,OFinAction,Sex,AgeClass,Weight,Age,Cubs,Yearlings,LEarTag1,LEarTag2,REarTag1,REarTag2,Tattoo1,Tattoo2,TrackNum,last_edited_date
663402.0755,244988.9174,15397,Bear-0000021378,2021/10/08 00:00:00+00,2022/07/24 00:00:00+00,South,South,Collier, ,Ochopee,34141,26.18401,-81.36018,Research, , ,Cambrian,Yes,Released On-Site with Workup, ,Male,Subadult,158,2, ,0,Black, ,Tan, ,M192, , ,
673727.219500002,244785.818,15398,Bear-0000021379,2021/10/08 00:00:00+00,2022/07/25 00:00:00+00,South,South,Collier, ,Ochopee,34141,26.18015,-81.25678,Research, , ,Cambrian,Yes,Released On-Site with Workup, ,Male,Adult,183,4, ,0,Green, ,Purple, ,M193, , ,
653859.704700001,241583.5746,15399,Bear-0000021366,2021/10/08 00:00:00+00,2022/07/11 00:00:00+00,South,South,Collier, ,Ochopee,34141,26.15514,-81.45649,Research, , ,Cambrian,No,Released On-Site without Workup, ,Male,Subadult,0,3, ,0,Yellow, ,White, , , , ,
674671.146699999,248287.0726,15400,Bear-0000021367,2021/10/08 00:00:00+00,2022/07/12 00:00:00+00,South,South,Collier, ,Ochopee,34141,26.2115,-81.24654,Research, , ,Cambrian,No,Released On-Site without Workup, ,Male,Yearling,0,1, ,0,Red, ,Purple, , , , ,
665150.563999999,248702.0232,15401,Bear-0000021368,2021/10/08 00:00:00+00,2022/07/13 00:00:00+00,South,South,Collier, ,Ochopee,34141,26.21712,-81.34186,Research, , ,Cambrian,Yes,Released On-Site with Workup, ,Male,Adult,358,11, ,0,Yellow, ,Tan, ,M187, , ,
665150.563999999,248702.0232,15402,Bear-0000021369,2021/10/08 00:00:00+00,2022/07/13 00:00:00+00,South,South,Collier, ,Ochopee,34141,26.21712,-81.34186,Research, , ,Cambrian,Yes,Released On-Site with Workup, ,Male,Adult,315,5, ,0,Yellow, ,Purple, ,M188, , ,
672836.676199999,246099.2742,15403,Bear-0000021340,2021/10/08 00:00:00+00,2022/06/20 00:00:00+00,South,South,Collier, ,Ochopee,34141,26.19216,-81.26541,Research, , ,Cambrian,Yes,Released On-Site with Workup, ,Male,Subadult,141,2, ,0,White, ,Black, ,M168, , ,
653897.923599999,241569.9325,15404,Bear-0000021341,2021/10/08 00:00:00+00,2022/06/24 00:00:00+00,South,South,Collier, ,Ochopee,34141,26.15501,-81.45611,Research, , ,Cambrian,Yes,Released On-Site with Workup, ,Male,Subadult,190,3, ,0,White, ,White, ,M169, , ,
656738.344300002,228679.4686,15405,Bear-0000021342,2021/10/08 00:00:00+00,2022/06/25 00:00:00+00,South,South,Collier, ,Ochopee,34141,26.03835,-81.43035,Research, , ,Cambrian,Yes,Released On-Site with Workup, ,Male,Adult,214,4, ,0,Red, ,Orange, ,M170, , ,
670460.098900001,249014.1307,15406,Bear-0000021348,2021/10/08 00:00:00+00,2022/06/28 00:00:00+00,South,South,Collier, ,Ochopee,34141,26.21889,-81.28858,Research, , ,Cambrian,Yes,Released On-Site with Workup, ,Female,Subadult,89,2,0,0,Black, ,Yellow, ,F175, , ,
671424.509399999,250979.2189,15407,Bear-0000021349,2021/10/08 00:00:00+00,2022/07/01 00:00:00+00,South,South,Collier, ,Ochopee,34141,26.2364,-81.27848,Research, , ,Cambrian,Yes,Released On-Site with Workup, ,Male,Adult,291,4, ,0,Tan, ,White, ,M176, , ,
653897.923599999,241569.9325,15408,Bear-0000021343,2021/10/08 00:00:00+00,2022/06/26 00:00:00+00,South,South,Collier, ,Ochopee,34141,26.15501,-81.45611,Research, , ,Cambrian,Yes,Released On-Site with Workup, ,Female,Subadult,114,3,0,0,White, ,Green, ,F171, , ,
653897.923599999,241569.9325,15409,Bear-0000021344,2021/10/08 00:00:00+00,2022/06/26 00:00:00+00,South,South,Collier, ,Ochopee,34141,26.15501,-81.45611,Research, , ,Cambrian,Yes,Released On-Site with Workup, ,Male,Subadult,125,3, ,0,Yellow, ,White, ,M172, , ,
657706.072099999,227709.5841,15410,Bear-0000021345,2021/10/08 00:00:00+00,2022/06/27 00:00:00+00,South,South,Collier, ,Ochopee,34141,26.02943,-81.42087,Research, , ,Cambrian,Yes,Released On-Site with Workup, ,Male,Subadult,161,3, ,0,Orange, ,Purple, ,M173, , ,
672571.325300001,247039.2081,15411,Bear-0000021350,2021/10/08 00:00:00+00,2022/07/03 00:00:00+00,South,South,Collier, ,Ochopee,34141,26.20068,-81.26786,Research, , ,Cambrian,Yes,Released On-Site with Workup, ,Male,Adult,366,11, ,0,Purple, ,Orange, ,M178, , ,
672571.325300001,247039.2081,15412,Bear-0000021351,2021/10/08 00:00:00+00,2022/07/04 00:00:00+00,South,South,Collier, ,Ochopee,34141,26.20068,-81.26786,Research, , ,Cambrian,Yes,Released On-Site with Workup, ,Female,Subadult,130,2,0,0,Tan, ,Red, ,F179, , ,
649123.897799999,239939.4026,15413,Bear-0000021388,2021/10/08 00:00:00+00,2022/04/06 00:00:00+00,South,South,Collier, ,Ochopee,34141,26.1412,-81.50426,Research, , ,Free Ranging,Yes,Released On-Site with Workup, ,M,Cub,7,0, ,0, , , , , , , ,
653900.917300001,241569.9943,15414,Bear-0000021376,2021/10/08 00:00:00+00,2022/07/22 00:00:00+00,South,South,Collier, ,Ochopee,34141,26.15501,-81.45608,Research, , ,Culvert,No,Released On-Site without Workup, ,Male,Subadult,0,3, ,0,Yellow, ,White, , , , ,
672821.914000001,244694.6623,15415,Bear-0000021377,2021/10/08 00:00:00+00,2022/07/23 00:00:00+00,South,South,Collier, ,Ochopee,34141,26.17951,-81.26587,Research, , ,Cambrian,No,Released On-Site without Workup, ,Male,Adult,0,11, ,0,Purple, ,Orange, , , , ,
687121.829599999,216235.7125,15416,Bear-0000021323,2021/10/08 00:00:00+00,2022/05/27 00:00:00+00,South,South,Collier, ,Ochopee,34141,25.9202,-81.12925,Research, , ,Cambrian,Yes,Released On-Site with Workup, ,Female,Adult,160,6,4,0,Red, ,White, ,F155, , ,
649620.817400001,221861.3777,15417,Bear-0000021324,2021/10/08 00:00:00+00,2022/05/28 00:00:00+00,South,South,Collier, ,Ochopee,34141,25.97824,-81.50295,Research, , ,Cambrian,Yes,Released On-Site with Workup, ,Male,Adult,347,12, ,0,Purple, ,Tan, ,M156, , ,
672836.676199999,246099.2742,15418,Bear-0000021338,2021/10/08 00:00:00+00,2022/06/19 00:00:00+00,South,South,Collier, ,Ochopee,34141,26.19216,-81.26541,Research, , ,Cambrian,No,Released On-Site without Workup, ,Male,Adult,0,4, ,0,White, ,Black, , , , ,
653897.923599999,241569.9325,15419,Bear-0000021346,2021/10/08 00:00:00+00,2022/06/27 00:00:00+00,South,South,Collier, ,Ochopee,34141,26.15501,-81.45611,Research, , ,Cambrian,No,Released On-Site without Workup, ,Male,Subadult,0,3, ,0,Yellow, ,White, , , , ,
665837.359000001,220788.6319,15420,Bear-0000021325,2021/10/08 00:00:00+00,2022/05/28 00:00:00+00,South,South,Collier, ,Ochopee,34141,25.96552,-81.34101,Research, , ,Cambrian,Yes,Released On-Site with Workup, ,Female,Adult,248,10,0,0,Green, ,Orange, ,F157, , ,
649620.817400001,221861.3777,15421,Bear-0000021326,2021/10/08 00:00:00+00,2022/06/03 00:00:00+00,South,South,Collier, ,Ochopee,34141,25.97824,-81.50295,Research, , ,Cambrian,Yes,Released On-Site with Workup, ,Male,Subadult,154,3, ,0,White, ,Red, ,M158, , ,
675108.830800001,249597.9304,15422,Bear-0000021327,2021/10/08 00:00:00+00,2022/06/07 00:00:00+00,South,South,Collier, ,Ochopee,34141,26.22322,-81.24186,Research, , ,Cambrian,Yes,Released On-Site with Workup, ,Male,Adult,248,4, ,0,White, ,Black, ,M159, , ,
653897.923599999,241569.9325,15423,Bear-0000021352,2021/10/08 00:00:00+00,2022/07/06 00:00:00+00,South,South,Collier, ,Ochopee,34141,26.15501,-81.45611,Research, , ,Cambrian,No,Released On-Site without Workup, ,Male,Subadult,0,2, ,0,Yellow, ,White, , , , ,
647425.715399999,231678.9361,15424,Bear-0000021385,2021/10/08 00:00:00+00,2022/04/05 00:00:00+00,South,South,Collier, ,Ochopee,34141,26.06709,-81.52293,Research, , ,Free Ranging,Yes,Released On-Site with Workup, ,M,Cub,6,0, ,0, , , , , , , ,
647425.715399999,231678.9361,15425,Bear-0000021386,2021/10/08 00:00:00+00,2022/04/05 00:00:00+00,South,South,Collier, ,Ochopee,34141,26.06709,-81.52293,Research, , ,Free Ranging,Yes,Released On-Site with Workup, ,F,Cub,6,0, ,0, , , , , , , ,
649123.897799999,239939.4026,15426,Bear-0000021387,2021/10/08 00:00:00+00,2022/04/06 00:00:00+00,South,South,Collier, ,Ochopee,34141,26.1412,-81.50426,Research, , ,Free Ranging,Yes,Released On-Site with Workup, ,M,Cub,7,0, ,0, , , , , , , ,
664493.695599999,245514.0988,15427,Bear-0000021392,2021/10/08 00:00:00+00,2022/04/04 00:00:00+00,South,South,Collier, ,Ochopee,34141,26.18853,-81.34913,Research, , ,Free Ranging,Yes,Released On-Site with Workup, ,F,Cub,6,0, ,0, , , , , , , ,
670870.7212,250711.676,15428,Bear-0000021339,2021/10/08 00:00:00+00,2022/06/20 00:00:00+00,South,South,Collier, ,Ochopee,34141,26.2341,-81.28409,Research, , ,Cambrian,Yes,Released On-Site with Workup, ,Female,Adult,218,13,0,0,Orange, ,White, ,F167, , ,
